8.86	7.08	73.87
4.55	5.35	48.01
3.76	1.81	27.16
4.19	9.63	67.91
3.22	7.7	54.41
6.23	5.04	53.13
3.58	5.61	45.45
9.38	4.36	62.33
0.71	6.22	37.03
4.79	3.36	39.02
6.36	0.4	30.46
2.0	9.01	56.14
2.15	1.32	18.2
5.68	7.92	65.37
3.34	7.18	52.26
1.01	8.34	48.74
1.52	2.17	20.01
9.31	6.39	72.27
5.63	5.43	52.71
7.52	8.39	75.12
6.9	6.92	65.2
4.99	8.81	67.04
5.7	7.03	60.99
4.27	2.34	31.84
2.77	2.45	26.34
7.93	5.54	62.46
4.41	6.58	53.6
4.67	7.39	58.72
4.52	2.09	31.53
2.13	7.41	48.66
8.37	0.89	40.95
2.11	0.22	12.54
7.39	3.94	52.29
7.73	4.48	56.38
0.04	3.83	22.39
6.63	3.64	47.77
4.51	4.98	46.0
1.02	9.09	52.54
0.62	8.27	46.87
9.21	7.29	76.34
9.65	3.7	60.13
4.89	5.49	50.04
2.5	8.94	57.78
0.22	7.91	43.45
1.44	3.99	28.75
8.13	8.54	78.28
9.17	4.77	63.59
1.56	1.49	16.7
5.47	9.94	74.67
4.28	7.52	57.77
1.8	6.02	40.31
0.64	6.47	37.95
7.02	4.58	54.01
0.46	0.52	7.49
6.57	9.97	79.22
0.35	1.21	10.53
6.68	4.51	52.31
9.8	4.01	62.28
6.28	4.03	48.27
6.87	3.41	47.62
5.85	4.23	47.62
3.2	8.05	56.1
6.57	0.31	30.91
8.5	7.42	74.11
8.34	5.45	63.67
7.45	6.82	66.9
1.97	7.41	47.98
1.05	6.3	38.71
0.8	2.93	20.89
8.94	3.97	58.68
6.2	8.79	71.77
0.7	1.33	12.54
6.27	6.53	60.73
6.21	9.8	76.89
8.24	7.45	73.24
2.66	1.74	22.38
2.15	3.79	30.57
0.21	4.61	26.9
4.69	5.05	47.01
8.35	7.51	73.96
8.51	2.49	49.55
6.7	2.44	42.09
4.09	1.32	25.97
6.56	1.87	38.63
7.28	3.0	47.19
1.52	9.9	58.64
0.7	1.99	15.83
6.94	1.11	36.4
2.16	4.34	33.39
6.58	8.96	74.18
8.73	2.85	52.25
8.0	8.42	77.12
8.72	2.46	50.21
8.14	9.98	85.48
9.88	4.29	64.06
5.24	9.93	73.65
9.08	3.08	54.72
8.45	1.6	44.83
2.76	6.3	45.62
8.58	5.37	64.21
9.19	3.12	55.36
6.28	8.41	70.19
8.48	2.22	48.03
5.55	0.7	28.78
6.34	1.96	38.19
6.87	6.7	64.04
2.85	0.15	15.24
0.71	1.13	11.49
3.57	0.66	20.61
3.78	0.29	19.65
5.65	4.27	46.97
2.68	1.31	20.29
9.19	6.22	70.9
2.49	5.77	41.88
8.34	6.26	67.7
5.28	1.39	31.08
8.05	9.92	84.8
5.7	9.16	71.62
8.54	5.21	63.26
5.77	1.27	32.48
8.59	8.67	80.75
7.48	2.62	46.07
6.82	4.84	54.57
6.92	9.22	76.78
8.76	0.86	42.38
9.27	1.5	47.64
2.44	4.55	35.51
3.07	3.95	35.11
5.68	3.88	45.17
0.27	0.69	7.57
2.32	8.93	56.93
4.74	3.8	41.02
2.97	4.75	38.72
0.36	2.7	18.0
4.37	1.2	26.52
6.43	0.79	32.76
4.92	0.59	25.71
0.55	7.51	42.84
4.05	4.66	42.58
2.25	5.58	39.95
5.56	9.38	72.19
7.65	7.38	70.55
2.47	0.04	13.17
9.87	1.43	49.71
5.61	9.2	71.53
0.77	8.55	48.91
8.97	1.19	44.88
9.6	8.89	85.89
4.48	7.91	60.54
1.05	2.95	21.96
9.66	6.37	73.53
6.11	0.08	27.92
5.01	1.47	30.39
4.02	4.86	43.43
3.45	6.44	49.04
9.77	6.02	72.26
7.32	9.25	78.61
7.81	9.92	83.9
9.59	0.22	42.48
0.84	0.75	10.11
3.57	0.7	20.79
0.14	1.2	9.58
4.68	6.42	53.83
9.15	6.08	70.0
2.1	9.64	59.66
5.81	0.85	30.53
7.19	6.13	62.48
3.59	9.89	66.89
6.98	1.68	39.39
4.78	6.29	53.61
4.8	0.94	26.91
0.58	0.96	10.19
8.04	6.37	67.01
6.99	1.6	39.02
9.89	9.68	91.01
5.59	9.01	70.41
8.88	4.65	61.86
5.04	8.62	66.3
7.3	3.38	49.19
2.65	5.46	40.93
5.63	3.27	41.87
9.33	7.36	77.21
2.68	3.5	31.31
1.84	8.46	52.73
9.91	9.72	91.3
2.79	7.76	52.96
4.5	5.52	48.62
2.14	8.2	52.58
1.49	2.82	23.06
5.22	4.49	46.34
6.58	3.79	48.36
9.02	2.22	50.24
8.9	9.2	84.63
6.1	1.8	36.49
0.37	8.19	45.44
1.34	0.1	8.93
4.46	2.87	35.2
3.76	9.23	64.23
4.82	0.97	27.21
5.26	2.63	37.28
1.01	4.81	31.15
3.2	0.14	16.54
2.19	9.43	58.99
8.53	0.29	38.63
2.22	0.81	15.93
2.38	8.0	52.6
4.85	4.44	44.66
1.17	5.05	33.02
9.4	6.92	75.25
1.66	7.55	47.48
5.73	7.06	61.3
9.07	6.08	69.74
6.27	1.84	37.29
7.06	2.4	43.28
7.01	0.26	32.35
2.84	1.64	22.6
6.28	5.39	55.08
9.04	4.85	63.45
4.98	6.04	53.13
0.4	9.66	52.94
8.19	7.03	70.99
0.38	6.1	35.08
0.46	8.99	49.83
6.19	5.58	55.7
6.28	9.49	75.63
7.35	5.99	62.37
3.93	8.07	59.11
8.43	1.81	45.78
3.89	1.13	24.22
2.75	8.69	57.54
1.04	3.6	25.18
4.32	1.69	28.76
7.1	5.14	57.14
4.15	2.46	31.97
2.61	6.27	44.88
7.17	4.29	53.17
7.38	9.26	78.85
5.09	0.81	27.46
5.64	3.36	42.41
2.22	1.63	20.11
9.6	5.61	69.52
0.2	9.61	51.93
4.66	6.11	52.19
7.13	0.79	35.51
6.1	0.23	28.56
4.16	1.11	25.24
0.49	8.67	48.34
7.3	6.08	62.65
4.16	4.33	41.38
1.52	1.95	18.83
6.09	0.09	27.87
6.15	8.08	68.05
6.07	4.41	49.42
3.08	1.73	23.97
7.23	1.73	40.66
4.65	4.39	43.59
5.6	7.76	64.25
4.68	6.99	56.71
7.93	7.87	74.1
5.37	8.14	65.23
9.73	9.07	87.36
9.93	7.33	79.41
0.47	4.41	27.01
4.49	4.93	45.64
8.15	4.36	57.48
7.0	6.44	63.24
9.45	8.7	84.38
7.82	8.48	76.77
9.72	9.74	90.66
4.59	0.96	26.24
7.79	7.8	73.18
0.94	9.85	56.02
5.55	8.34	66.94
1.29	5.87	37.52
4.49	8.36	62.78
3.73	9.29	64.44
4.64	5.28	48.04
7.3	4.7	55.78
6.64	7.01	64.66
7.37	9.34	79.26
9.96	1.36	49.64
8.11	0.89	39.95
9.65	5.09	67.11
6.78	4.52	52.76
7.23	0.87	36.3
6.44	1.83	37.93
9.76	3.48	59.48
9.33	5.81	69.39
9.13	9.1	85.1
1.18	2.02	17.87
4.84	0.13	23.1
5.1	4.9	47.93
3.58	3.15	33.12
6.79	5.16	55.98
5.21	4.23	45.0
2.77	6.46	46.43
0.47	3.56	22.72
7.3	1.17	38.06
8.89	7.65	76.82
9.07	4.74	63.0
4.34	8.0	60.39
0.16	8.14	44.42
7.47	5.03	58.11
6.07	2.95	42.05
2.67	6.02	43.83
1.0	0.94	11.71
4.97	1.57	30.76
4.01	9.85	68.33
5.52	4.35	46.86
2.61	6.45	45.78
6.46	8.85	73.12
8.94	2.11	49.35
9.74	9.17	87.81
8.41	9.82	85.78
1.93	0.72	14.38
4.49	2.41	33.09
1.41	6.43	40.8
8.35	8.67	79.75
9.53	1.37	48.03
7.3	3.98	52.12
0.22	5.93	33.53
2.65	0.39	15.61
2.27	7.91	51.68
1.82	5.79	39.28
6.57	7.71	67.88
5.1	0.92	28.0
9.3	5.38	67.18
8.62	8.82	81.62
7.11	1.99	41.43
4.23	1.64	28.15
8.61	0.91	42.01
5.22	5.52	51.54
1.02	4.71	30.68
6.16	7.23	63.81
6.04	4.56	50.0
1.35	2.88	22.81
7.86	1.91	44.07
0.71	2.16	16.67
9.22	8.02	80.04
6.82	4.99	55.29
1.16	3.05	22.89
9.74	8.73	85.64
5.36	3.31	41.08
4.52	0.25	22.41
6.27	2.97	42.95
6.29	5.55	55.99
6.78	3.22	46.26
0.67	8.19	46.67
8.06	0.34	37.02
0.17	4.29	25.18
2.02	3.32	27.72
8.3	7.46	73.5
6.8	8.91	74.81
7.07	6.62	64.39
7.39	9.56	80.39
1.04	4.66	30.54
6.04	9.57	75.08
9.52	1.16	46.91
2.31	8.12	52.91
6.65	2.24	40.86
2.15	9.49	59.05
9.24	8.98	84.9
2.81	5.08	39.69
1.86	7.99	50.41
0.08	2.49	15.85
8.71	0.61	40.95
7.11	6.42	63.59
9.94	8.78	86.75
6.79	1.62	38.35
6.91	3.29	47.11
3.72	9.39	64.92
8.47	2.32	48.55
2.29	0.74	15.91
6.68	8.35	71.54
7.08	7.58	69.24
4.04	8.94	63.91
9.91	3.86	61.97
9.79	1.88	51.63
1.21	3.91	27.48
3.82	6.53	51.0
7.67	0.05	33.93
7.59	0.76	37.21
0.65	6.2	36.67
9.8	7.04	77.42
0.53	2.07	15.53
3.27	0.07	16.49
8.91	7.7	77.22
3.12	8.06	55.86
0.55	7.29	41.75
3.92	7.34	55.4
2.64	0.77	17.43
